show_id,country_name
"s348","United States"
"s349","United Kingdom"
"s349","United States"
"s350","United States"
"s351","United States"
"s352","United States"
"s352","Germany"
"s353","United States"
"s353","China"
"s354","United States"
"s355","United States"
"s356","United States"
"s357","United States"
"s357","France"
"s358","Spain"
"s358","France"
"s358","United Kingdom"
"s358","United States"
"s359","United States"
"s360","United States"
"s361","United States"
"s362","United States"
"s366","France"
"s366","Algeria"
"s367","United Kingdom"
"s371","United States"
"s375","Nigeria"
"s378","Poland"
"s379","United States"
"s381","United States"
"s383","United States"
"s384","India"
"s386","Germany"
"s387","United States"
"s387","Canada"
"s390","France"
"s390","Israel"
"s390","Germany"
"s390","United States"
"s390","United Kingdom"
"s391","United States"
"s392","Canada"
"s392","United States"
"s393","United States"
"s394","Australia"
"s402","Spain"
"s403","United Kingdom"
"s404","United States"
"s411","India"
"s416","India"
"s426","United States"
"s427","New Zealand"
"s430","Nigeria"
"s434","United States"
"s435","Argentina"
"s437","Saudi Arabia"
"s438","United States"
"s440","Thailand"
"s441","United States"
"s443","United States"
"s443","Canada"
"s446","United States"
"s447","United States"
"s448","United States"
"s449","United States"
"s450","United States"
"s451","United States"
"s452","United States"
"s453","Indonesia"
"s454","Japan"
"s457","South Korea"
"s458","Egypt"
"s458","Denmark"
"s458","Germany"
"s460","United States"
"s461","United States"
"s461","Canada"
"s463","United States"
"s464","Italy"
"s470","United States"
"s470","Canada"
"s473","United States"
"s474","United States"
"s475","United States"
"s475","Switzerland"
"s478","United States"
"s479","Germany"
"s487","Hong Kong"
"s487","Canada"
"s487","United States"
"s489","United States"
"s490","Kuwait"
"s490","United States"
"s492","United States"
"s493","United States"
"s494","United States"
"s494","Japan"
"s495","United States"
"s497","France"
"s497","Canada"
"s497","United States"
"s497","Spain"
"s500","United States"
"s503","Nigeria"
"s504","Poland"
"s507","Australia"
"s509","France"
"s509","Netherlands"
"s509","Singapore"
"s510","United States"
"s511","Canada"
"s512","United States"
"s513","France"
"s513","Belgium"
"s514","United States"
"s515","United Kingdom"
"s516","United Kingdom"
"s517","Thailand"
"s518","Japan"
"s519","India"
"s520","United Kingdom"
"s521","United States"
"s522","Canada"
"s523","Russia"
"s524","United Kingdom"
"s525","Japan"
"s526","United States"
"s526","Canada"
"s527","United States"
"s528","Ireland"
"s528","United States"
"s528","United Kingdom"
"s529","India"
"s530","Egypt"
"s531","United States"
"s532","Malaysia"
"s533","United States"
"s534","Israel"
"s535","Indonesia"
"s536","Canada"
"s537","Australia"
"s538","Japan"
"s539","United Kingdom"
"s540","Australia"
"s540","New Zealand"
"s541","United Kingdom"
"s541","Germany"
"s542","India"
"s543","India"
"s544","Belgium"
"s544","Netherlands"
"s545","Canada"
"s546","South Korea"
"s548","United States"
"s549","United States"
"s552","India"
"s554","France"
"s555","Nigeria"
"s556","South Korea"
"s556","Czech Republic"
"s557","South Korea"
"s558","Australia"
"s558","United States"
"s559","United States"
"s560","United States"
"s560","Germany"
"s562","United States"
"s563","United States"
"s564","United States"
"s565","United States"
"s566","Australia"
"s566","Germany"
"s567","United States"
"s567","Germany"
"s568","United States"
"s569","United States"
"s570","Vietnam"
"s573","United Kingdom"
"s573","Belgium"
"s574","United States"
"s574","China"
"s575","United States"
"s575","China"
"s576","United States"
"s577","United Kingdom"
"s577","Australia"
"s577","United States"
"s579","France"
"s579","Japan"
"s579","United States"
"s580","United States"
"s582","United States"
"s583","United States"
"s584","United States"
"s584","United Kingdom"
"s585","United States"
"s586","United Kingdom"
"s586","United States"
"s589","United States"
"s590","United Kingdom"
"s592","United States"
"s593","United States"
"s594","United States"
"s595","United States"
"s595","Germany"
"s596","Germany"
"s596","United States"
"s597","United States"
"s598","United States"
"s599","United States"
"s599","United Kingdom"
"s600","United States"
"s601","United States"
"s602","United States"
"s603","United States"
"s604","United States"
"s605","United Kingdom"
"s605","Germany"
"s605","Spain"
"s605","United States"
"s606","United States"
"s607","United Kingdom"
"s607","United States"
"s607","France"
"s607","Italy"
"s608","United States"
"s609","United States"
"s609","Germany"
"s609","Canada"
"s610","United States"
"s610","France"
"s610","Italy"
"s610","United Kingdom"
"s611","United States"
"s611","United Kingdom"
"s611","Germany"
"s611","Hungary"
"s612","United States"
"s612","Canada"
"s613","United States"
"s613","New Zealand"
"s614","Nigeria"
"s615","United States"
"s615","New Zealand"
"s616","United States"
"s618","Sweden"
"s619","United States"
"s621","United States"
"s623","United States"
"s626","Mexico"
"s628","China"
"s629","United States"
"s631","United States"
"s632","Japan"
"s635","France"
"s636","Lebanon"
"s637","United States"
"s637","Canada"
"s639","United States"
"s643","Japan"
"s644","United States"
"s649","United States"
"s651","Brazil"
"s652","Nigeria"
"s655","Romania"
"s656","Romania"
"s657","Romania"
"s658","United States"
"s660","Thailand"
"s661","United States"
"s662","France"
"s663","United States"
"s665","Spain"
"s666","Finland"
"s666","Germany"
"s668","United States"
"s669","United States"
"s670","Spain"
"s674","Argentina"
"s675","United States"
"s676","Japan"
"s677","United States"
"s678","Canada"
"s678","United States"
"s679","United States"
"s680","Thailand"
"s681","United States"
"s682","United Kingdom"
"s683","Australia"
"s685","Spain"
"s686","United States"
"s687","South Korea"
"s689","Nigeria"
"s695","Lebanon"
"s695","Syria"
"s697","Canada"
"s697","United States"
"s699","Philippines"
"s700","Iceland"
"s702","Canada"
"s703","United States"
"s704","Turkey"
"s706","Germany"
"s709","United States"
"s710","Argentina"
"s712","Italy"
"s714","United States"
"s717","United States"
"s719","United States"
"s720","United States"
"s722","United States"
"s723","United States"
"s724","United States"
"s725","United States"
"s725","United Kingdom"
"s727","United States"
"s728","United States"
"s729","United States"
"s732","South Korea"
"s734","Denmark"
"s735","France"
"s735","United States"
"s736","India"
"s737","United States"
"s737","India"
"s738","Philippines"
"s738","Singapore"
"s738","Indonesia"
"s740","China"
"s740","United States"
"s740","Canada"
"s741","United States"
"s742","Lebanon"
"s742","United Arab Emirates"
"s743","Vietnam"
"s744","Canada"
"s744","United States"
"s744","Denmark"
"s745","Colombia"
"s746","United Arab Emirates"
"s747","United States"
"s748","Nigeria"
"s749","United States"
"s750","United States"
"s751","Mexico"
"s751","France"
"s751","Colombia"
"s753","United States"
"s753","United Kingdom"
"s754","Colombia"
"s755","United Kingdom"
"s755","United States"
"s756","Netherlands"
"s757","Nigeria"
"s758","United States"
"s759","United Kingdom"
"s763","South Korea"
"s764","United States"
"s765","South Africa"
"s766","Spain"
"s767","Mexico"
"s768","Japan"
"s769","Sweden"
"s770","Argentina"
"s771","United Arab Emirates"
"s773","Italy"
"s774","Philippines"
"s775","United States"
"s776","United States"
"s777","United States"
"s778","United States"
"s779","Japan"
"s780","United States"
"s781","United Kingdom"
"s783","Canada"
"s783","United States"
"s784","Brazil"
"s785","United States"
"s785","Canada"
"s786","United States"
"s787","United States"
"s788","United States"
"s789","United States"
"s790","United Kingdom"
"s791","United States"
"s792","United States"
"s793","United States"
"s794","United States"
"s795","Nigeria"
"s796","United States"
"s797","United States"
"s798","United States"
"s799","United States"
"s800","United States"
"s801","United States"
"s802","United States"
"s803","Germany"
"s803","United States"
"s803","France"
"s804","Japan"
"s805","Canada"
"s805","United States"
"s809","United States"
"s809","Bulgaria"
"s810","United States"
"s811","United States"
"s813","United States"
"s814","United States"
"s814","Canada"
"s815","United States"
"s817","United Kingdom"
"s817","France"
"s817","Germany"
"s817","United States"
"s818","United States"
"s819","United States"
"s820","United States"
"s821","United Arab Emirates"
"s822","United Kingdom"
"s823","United States"
"s824","United States"
"s825","United States"
"s826","United States"
"s827","United States"
"s829","United States"
"s831","United States"
"s834","Israel"
"s835","United States"
"s837","Thailand"
"s838","Norway"
"s838","Denmark"
"s839","Argentina"
"s840","Syria"
"s840","France"
"s840","Lebanon"
"s840","Qatar"
"s841","Italy"
"s844","Japan"
"s847","United States"
"s849","United States"
"s851","India"
"s854","United States"
"s856","United States"
"s858","Spain"
"s860","Egypt"
"s861","Australia"
"s863","United States"
"s864","United States"
"s866","United States"
"s867","United States"
"s868","United States"
"s869","Canada"
"s869","United States"
"s870","Mexico"
"s871","United States"
"s872","India"
"s873","United States"
"s874","India"
"s875","United Kingdom"
"s877","India"
"s878","India"
"s879","Belgium"
"s879","Netherlands"
"s880","United States"
"s881","United States"
"s881","Czech Republic"
"s882","South Africa"
"s883","Mauritius"
"s884","United States"
"s885","South Korea"
"s886","Canada"
"s886","South Africa"
"s888","Austria"
"s890","United States"
"s891","United States"
"s892","United Kingdom"
"s893","India"
"s895","Mexico"
"s895","Brazil"
"s896","France"
"s896","United States"
"s897","United States"
"s900","Spain"
"s901","United States"
"s902","United States"
"s903","South Korea"
"s904","India"
"s905","United States"
"s906","China"
"s907","Turkey"
"s908","United States"
"s909","United States"
"s910","India"
"s911","United States"
"s912","India"
"s914","India"
"s915","United Kingdom"
"s915","United States"
"s916","Germany"
"s916","France"
"s917","United States"
"s918","United States"
"s919","India"
"s920","United States"
"s921","Mexico"
"s921","United States"
"s922","United States"
"s923","United States"
"s925","United States"
"s927","United States"
"s929","United States"
"s931","United States"
"s932","United States"
"s933","United Kingdom"
"s933","France"
"s933","Spain"
"s933","United States"
"s934","United Kingdom"
"s934","United States"
"s935","United Kingdom"
"s935","Canada"
"s935","United States"
"s936","United States"
"s943","United States"
"s943","Australia"
"s944","United States"
"s945","China"
"s946","United Kingdom"
"s947","United States"
"s947","France"
"s948","United States"
"s948","United Kingdom"
"s948","France"
"s949","United States"
"s950","United States"
"s950","Russia"
"s951","United States"
"s951","United Kingdom"
"s951","New Zealand"
"s952","United States"
"s953","United States"
"s954","United States"
"s955","Canada"
"s956","France"
"s956","United States"
"s957","United States"
"s960","India"
"s963","United States"
"s963","United Kingdom"
"s967","Brazil"
"s969","Poland"
"s970","United States"
"s971","United States"
"s972","Spain"
"s973","Turkey"
"s974","India"
"s975","India"
"s976","United States"
"s977","Turkey"
"s978","Turkey"
"s979","Turkey"
"s980","Turkey"
"s981","Turkey"
"s982","Turkey"
"s983","Turkey"
"s984","Spain"
"s985","Turkey"
"s986","Turkey"
"s987","Turkey"
"s989","Thailand"
"s990","Turkey"
"s991","Turkey"
"s992","Egypt"
"s994","United States"
"s995","Nigeria"
"s996","Turkey"
"s997","Japan"
"s998","Australia"
"s998","United Kingdom"
"s999","India"
"s1000","Germany"
"s1000","United States"
"s1002","Canada"
"s1002","Nigeria"
"s1002","United States"
"s1003","Mexico"
"s1004","Italy"
"s1005","Australia"
"s1012","United States"
"s1013","Mexico"
"s1014","France"
"s1014","United States"
"s1014","United Kingdom"
"s1014","Canada"
"s1015","France"
"s1015","United Kingdom"
"s1016","United States"
"s1017","India"
"s1018","India"
"s1019","India"
"s1020","India"
"s1020","United Kingdom"
"s1021","India"
"s1022","India"
"s1023","India"
"s1024","India"
"s1025","United States"
"s1027","United States"
"s1028","Canada"
"s1028","United States"
"s1028","Mexico"
"s1030","United States"
"s1031","Philippines"
"s1032","Germany"
"s1033","South Korea"
"s1034","United Kingdom"
"s1034","Germany"
"s1034","United States"
"s1035","United States"
"s1036","Czech Republic"
"s1036","United Kingdom"
"s1036","United States"
"s1037","United States"
"s1038","India"
"s1040","United States"
"s1041","Japan"
"s1042","Japan"
"s1043","United States"
"s1044","United States"
"s1045","Japan"
"s1046","United States"
"s1047","United States"
"s1048","Lebanon"
"s1049","United States"
"s1049","France"
"s1050","China"
"s1050","United Kingdom"
"s1051","Japan"
"s1052","Japan"
"s1053","United States"
"s1054","United States"
"s1056","United States"
"s1058","United States"
"s1059","Italy"
"s1059","United Kingdom"
"s1060","United States"
"s1061","United States"
"s1061","India"
"s1062","United States"
"s1063","South Korea"
"s1064","United States"
"s1065","South Korea"
"s1066","Canada"
"s1067","China"
"s1067","Taiwan"
"s1068","Thailand"
"s1069","United States"
"s1070","India"
"s1071","United States"
"s1076","United States"
"s1076","Brazil"
"s1076","Japan"
"s1076","Spain"
"s1076","India"
"s1080","Israel"
"s1080","United States"
"s1081","China"
"s1082","United States"
"s1084","United States"
"s1085","China"
"s1086","South Korea"
"s1087","Nigeria"
"s1088","India"
"s1089","United States"
"s1090","United States"
"s1091","Indonesia"
"s1092","Japan"
"s1094","India"
"s1098","United States"
"s1098","China"
"s1098","United Kingdom"
"s1099","India"
"s1100","Cameroon"
"s1101","United States"
"s1102","United States"
"s1102","Canada"
"s1103","United States"
"s1104","China"
"s1105","United States"
"s1105","Canada"
"s1106","United Kingdom"
"s1106","United States"
"s1107","United States"
"s1108","Nigeria"
"s1109","India"
"s1110","Netherlands"
"s1111","France"
"s1112","United States"
"s1112","United Kingdom"
"s1112","France"
"s1113","United States"
"s1114","United States"
"s1115","India"
"s1116","India"
"s1118","Lebanon"
"s1118","Palestine"
"s1118","Denmark"
"s1118","Qatar"
"s1119","United States"
"s1119","Canada"
"s1120","United States"
"s1120","Canada"
"s1121","Japan"
"s1121","United States"
"s1122","United States"
"s1123","India"
"s1124","Uruguay"
"s1124","Germany"
"s1125","United States"
"s1126","United Kingdom"
"s1127","United States"
"s1128","United States"
"s1129","United States"
"s1130","United Kingdom"
"s1132","Japan"
"s1134","United States"
"s1135","United States"
"s1135","Japan"
"s1136","United States"
"s1137","Indonesia"
"s1138","Egypt"
"s1138","Saudi Arabia"
"s1139","United Kingdom"
"s1139","France"
"s1139","Poland"
"s1139","Germany"
"s1139","United States"
"s1140","United States"
"s1141","United States"
"s1142","India"
"s1143","United States"
"s1144","United States"
"s1145","United States"
"s1145","United Kingdom"
"s1146","Ireland"
"s1146","Switzerland"
"s1146","United Kingdom"
"s1146","France"
"s1146","United States"
"s1147","United States"
"s1147","Mexico"
"s1148","United Kingdom"
"s1149","South Korea"
"s1150","Japan"
"s1151","United States"
"s1152","China"
"s1152","United Kingdom"
"s1153","United States"
"s1154","United Kingdom"
"s1154","South Africa"
"s1154","France"
"s1155","United States"
"s1156","Nigeria"
"s1157","United States"
"s1158","United States"
"s1159","United States"
"s1161","Ireland"
"s1161","United Kingdom"
"s1161","France"
"s1161","Germany"
"s1162","United Kingdom"
"s1163","Turkey"
"s1164","Spain"
"s1165","Spain"
"s1166","India"
"s1167","United Kingdom"
"s1168","Italy"
"s1169","United States"
"s1170","Japan"
"s1171","Russia"
"s1171","United States"
"s1172","United States"
"s1173","South Africa"
"s1174","South Korea"
"s1175","South Korea"
"s1176","United Kingdom"
"s1176","United States"
"s1176","France"
"s1177","Japan"
"s1178","Taiwan"
"s1179","United States"
"s1180","United States"
"s1180","Japan"
"s1182","United States"
"s1183","United Kingdom"
"s1185","China"
"s1186","Nigeria"
"s1187","Japan"
"s1188","United States"
"s1189","Brazil"
"s1190","United States"
"s1191","United Kingdom"
"s1191","United States"
"s1192","United States"
"s1193","United Kingdom"
"s1195","Nigeria"
"s1196","United States"
"s1197","Belgium"
"s1198","United Kingdom"
"s1198","United States"
"s1199","Germany"
"s1200","United States"
"s1201","United States"
"s1202","Egypt"
"s1203","India"
"s1204","United States"
"s1204","India"
"s1204","United Kingdom"
"s1205","United States"
"s1206","United States"
"s1206","United Kingdom"
"s1207","United Kingdom"
"s1209","Turkey"
"s1210","Kenya"
"s1211","South Korea"
"s1212","Turkey"
"s1213","Turkey"
"s1214","United States"
"s1216","Turkey"
"s1217","Turkey"
"s1218","United Kingdom"
"s1219","United States"
"s1220","Turkey"
"s1221","Spain"
"s1221","Argentina"
"s1222","Indonesia"
"s1223","United States"
"s1224","France"
"s1227","Germany"
"s1228","India"
"s1229","India"
"s1229","United Kingdom"
"s1229","France"
"s1229","Qatar"
"s1230","Egypt"
"s1231","India"
"s1232","United States"
"s1233","Colombia"
"s1234","Nigeria"
"s1235","Spain"
"s1237","France"
"s1238","Indonesia"
"s1239","United States"
"s1239","Australia"
"s1240","United States"
"s1241","United States"
"s1242","United States"
"s1243","United States"
"s1244","United States"
"s1245","India"
"s1246","United States"
"s1249","United States"
"s1252","United States"
"s1252","United Kingdom"
"s1253","Germany"
"s1254","United States"
"s1255","United States"
"s1257","United States"
"s1257","Germany"
"s1258","Japan"
"s1259","Belgium"
"s1259","France"
"s1260","United States"
"s1261","Spain"
"s1262","Argentina"
"s1262","Chile"
"s1264","United States"
"s1264","Thailand"
"s1265","United States"
"s1266","India"
"s1267","Chile"
"s1267","Brazil"
"s1268","Germany"
"s1269","United States"
"s1269","Colombia"
"s1270","Indonesia"
"s1271","United States"
"s1271","Colombia"
"s1273","United States"
"s1274","Japan"
"s1275","United States"
"s1276","United States"
"s1278","United States"
"s1279","United States"
"s1280","Canada"
"s1281","United Kingdom"
"s1282","India"
"s1283","India"
"s1284","United States"
"s1285","Canada"
"s1285","United States"
"s1285","United Kingdom"
"s1286","South Korea"
"s1287","Taiwan"
"s1288","United Kingdom"
"s1289","United States"
"s1291","United Kingdom"
"s1291","United States"
"s1292","India"
"s1293","Uruguay"
"s1294","India"
"s1295","Germany"
"s1296","India"
"s1297","South Korea"
"s1298","United States"
"s1299","South Korea"
"s1301","United States"
"s1302","United Kingdom"
"s1303","United States"
"s1304","United States"
"s1305","United States"
"s1306","India"
"s1307","United States"
"s1308","United States"
"s1309","United Kingdom"
"s1310","United States"
"s1311","United States"
"s1312","Nigeria"
"s1313","United Kingdom"
"s1314","United States"
"s1315","United States"
"s1316","Spain"
"s1317","India"
"s1318","United Kingdom"
"s1319","United States"
"s1320","Mexico"
"s1321","Luxembourg"
"s1322","Mexico"
"s1323","Spain"
"s1324","Indonesia"
"s1325","United States"
"s1326","Sweden"
"s1327","Poland"
"s1328","United States"
"s1329","United States"
"s1330","France"
"s1331","United States"
"s1332","United States"
"s1333","United States"
"s1334","United States"
"s1334","Cambodia"
"s1334","Romania"
"s1335","China"
"s1336","United States"
"s1337","France"
"s1338","Bangladesh"
"s1339","Spain"
"s1340","Brazil"
"s1341","Taiwan"
"s1342","United States"
"s1343","South Korea"
"s1344","United States"
"s1345","Italy"
"s1346","China"
"s1347","Poland"
"s1348","Spain"
"s1348","Belgium"
"s1348","United States"
"s1349","United States"
"s1350","Colombia"
"s1351","United States"
"s1352","Mexico"
"s1353","United States"
"s1354","United States"
"s1355","Canada"
"s1356","United States"
"s1357","United States"
"s1358","United Kingdom"
"s1359","United States"
"s1360","United Kingdom"
"s1360","United States"
"s1360","Australia"
"s1361","Philippines"
"s1362","United States"
"s1363","Canada"
"s1363","United States"
"s1363","France"
"s1364","United States"
"s1365","United States"
"s1366","France"
"s1367","Portugal"
"s1367","United States"
"s1368","United States"
"s1369","Spain"
"s1370","United States"
"s1371","United Kingdom"
"s1372","United States"
"s1373","Indonesia"
"s1374","Turkey"
"s1375","United States"
"s1376","United States"
"s1377","India"
"s1378","United States"
"s1379","Australia"
"s1379","United States"
"s1380","Nigeria"
"s1381","United States"
"s1381","United Kingdom"
"s1384","Canada"
"s1385","South Korea"
"s1386","Japan"
"s1387","Portugal"
"s1387","Spain"
"s1388","United States"
"s1388","France"
"s1389","India"
"s1389","United States"
"s1390","United States"
"s1391","United Kingdom"
"s1391","Ireland"
"s1392","United States"
"s1393","Mexico"
"s1394","United States"
"s1395","United States"
"s1396","United States"
"s1397","United States"
"s1398","United Kingdom"
"s1398","Spain"
"s1398","United States"
"s1399","United States"
"s1399","Thailand"
"s1400","United States"
"s1401","United States"
"s1402","United States"
"s1403","United States"
"s1404","Brazil"
"s1405","United States"
"s1406","Hungary"
"s1406","United States"
"s1407","United States"
"s1408","United States"
"s1408","South Korea"
"s1409","United States"
"s1409","Canada"
"s1410","United States"
"s1411","India"
"s1412","United States"
"s1413","South Korea"
"s1414","Indonesia"
"s1415","Indonesia"
"s1416","United States"
"s1417","United States"
"s1418","Argentina"
"s1420","United Kingdom"
"s1421","United States"
"s1422","France"
"s1423","India"
"s1424","India"
"s1425","Canada"
"s1425","United States"
"s1425","Cayman Islands"
"s1426","United States"
"s1427","India"
"s1428","United Kingdom"
"s1429","India"
"s1429","France"
"s1430","India"
"s1431","United States"
"s1432","Turkey"
"s1433","Spain"
"s1434","Indonesia"
"s1435","France"
"s1435","Canada"
"s1436","Canada"
"s1436","Hungary"
"s1436","United States"
"s1438","United States"
"s1439","France"
"s1440","United States"
"s1441","Mexico"
"s1441","United States"
"s1442","India"
"s1444","United States"
"s1445","United States"
"s1446","Norway"
"s1447","United States"
"s1448","United States"
"s1448","Canada"
"s1449","United States"
"s1450","United States"
"s1451","United States"
"s1452","United States"
"s1453","United States"
"s1454","United States"
"s1455","United States"
"s1456","United States"
"s1457","United States"
"s1458","United States"
"s1459","United Kingdom"
"s1460","United States"
"s1461","Mexico"
"s1462","United States"
"s1464","Canada"
"s1464","United Kingdom"
"s1464","United States"
"s1465","United States"
"s1466","United States"
"s1467","United States"
"s1468","United Kingdom"
"s1468","Germany"
"s1468","France"
"s1468","United States"
"s1469","South Korea"
"s1470","United States"
"s1471","United States"
"s1473","India"
"s1474","United States"
"s1475","Indonesia"
"s1476","Indonesia"
"s1477","United States"
"s1478","United States"
"s1479","Denmark"
"s1479","United States"
"s1480","Italy"
"s1481","United Kingdom"
"s1482","Taiwan"
"s1484","South Korea"
"s1485","United States"
"s1486","United States"
"s1486","Canada"
"s1487","United States"
"s1488","Senegal"
"s1489","France"
"s1489","Algeria"
"s1490","India"
"s1491","Canada"
"s1492","India"
"s1493","United States"
"s1494","Philippines"
"s1495","United States"
"s1496","Indonesia"
"s1497","Indonesia"
"s1498","Philippines"
"s1499","United States"
"s1500","United States"
"s1501","Taiwan"
"s1502","United States"
"s1503","United States"
"s1504","South Korea"
"s1505","Netherlands"
"s1506","United States"
"s1507","United Kingdom"
"s1507","Finland"
"s1507","Germany"
"s1507","United States"
"s1507","Australia"
"s1507","Japan"
"s1507","France"
"s1507","Ireland"
"s1508","United Kingdom"
"s1509","United Kingdom"
"s1510","United States"
"s1511","United States"
"s1511","United Kingdom"
"s1512","Egypt"
"s1513","United Kingdom"
"s1514","United States"
"s1515","South Africa"
"s1516","United States"
"s1517","Norway"
"s1518","United States"
"s1520","Malaysia"
"s1521","India"
"s1522","Malaysia"
"s1523","Malaysia"
"s1524","Colombia"
"s1525","Canada"
"s1526","Indonesia"
"s1527","Philippines"
"s1528","Netherlands"
"s1529","South Korea"
"s1530","Philippines"
"s1531","United States"
"s1533","Brazil"
"s1535","Philippines"
"s1535","Canada"
"s1535","United Kingdom"
"s1535","United States"
"s1536","South Africa"
